['6863', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1947****', '*************', '*************', 'yahoo.com', '불교', '새마을금고', '1-84278061978-1', '6']
=> ['2665', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1950****', '*************', '*************', 'daum.net', '기독교', '성공회대학교', '의학', '3.8']: 10.0

['14018', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1950****', '*************', '*************', 'gmail.com', '무교', '우리은행', '6328-677-715921', '2']
=> ['14018', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1950****', '*************', '*************', 'gmail.com', '무교', '한국방송통신대학교', '공학', '3.29']: 10.0

['14217', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1950****', '*************', '*************', 'naver.com', '무교', '외환은행', '871-532209-004', '5']
=> ['18028', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1952****', '*************', '*************', 'naver.com', '무교', '경희대학교', '공학', '2.84']: 9.875

['12982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1951****', '*************', '*************', 'daum.net', '무교', 'NH농협', '720-1352-112-57', '2']
=> ['8243', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '무교', '숙명여자대학교', '사회', '0.28']: 9.25

['25832', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1951****', '*************', '*************', 'daum.net', '무교', '우리은행', '4634-622-063093', '6']
=> ['25278', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '무교', '서경대학교', '예체능', '1.77']: 9.4167

['28302', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1951****', '*************', '*************', 'naver.com', '무교', '국민은행', '291338-32-274747', '4']
=> ['23155', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1950****', '*************', '*************', 'naver.com', '무교', '육군사관학교', '인문', '2.8']: 9.5417
=> ['3542', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '한양대학교', '의학', '3.07']: 9.5417

['12236', '김**', '여성', '[160.0, 170.0[', '[40.0, 50.0[', 'B형', '1954****', '*************', '*************', 'daum.net', '기독교', 'NH농협', '916-7869-340-28', '8']
=> ['6535', '김**', '여성', '[160.0, 170.0[', '[40.0, 50.0[', 'O형', '1971****', '*************', '*************', 'daum.net', '기독교', '서울대학교', '법학', '2.73']: 9.25

['27208', '김**', '여성', '[160.0, 170.0[', '[40.0, 50.0[', 'B형', '1954****', '*************', '*************', 'daum.net', '기독교', '국민은행', '397159-31-089486', '8']
=> ['6535', '김**', '여성', '[160.0, 170.0[', '[40.0, 50.0[', 'O형', '1971****', '*************', '*************', 'daum.net', '기독교', '서울대학교', '법학', '2.73']: 9.25

['27805', '김**', '여성', '[160.0, 170.0[', '[40.0, 50.0[', 'B형', '1954****', '*************', '*************', 'naver.com', '기독교', '새마을금고', '6-39006195232-5', '5']
=> ['36840', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1950****', '*************', '*************', 'naver.com', '기독교', '한영신학대학교', '인문', '4.15']: 8.9659

['1026', '박**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1956****', '*************', '*************', 'yahoo.com', '무교', '우리은행', '4218-493-719887', '8']
=> ['1026', '박**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1956****', '*************', '*************', 'yahoo.com', '무교', 'KAIST', '인문', '2.95']: 10.0

['6754', '박**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1956****', '*************', '*************', 'daum.net', '무교', '신한은행', '731-669-881657', '3']
=> ['8243', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '무교', '숙명여자대학교', '사회', '0.28']: 9.4167

['11202', '박**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1956****', '*************', '*************', 'gmail.com', '불교', '국민은행', '516425-48-052113', '8']
=> ['11202', '박**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1956****', '*************', '*************', 'gmail.com', '불교', '추계예술대학교', '예체능', '3.71']: 10.0

['8705', '김**', '여성', '[160.0, 170.0[', '[40.0, 50.0[', 'O형', '1957****', '*************', '*************', 'daum.net', '불교', '외환은행', '393-438380-111', '6']
=> ['6535', '김**', '여성', '[160.0, 170.0[', '[40.0, 50.0[', 'O형', '1971****', '*************', '*************', 'daum.net', '기독교', '서울대학교', '법학', '2.73']: 9.0833

['11338', '김**', '여성', '[160.0, 170.0[', '[40.0, 50.0[', 'A형', '1957****', '*************', '*************', 'yahoo.com', '불교', '스탠다드(제일)', '533-81-579162', '5']
=> ['27995', '김**', '여성', '[160.0, 170.0[', '[40.0, 50.0[', 'A형', '1971****', '*************', '*************', 'yahoo.com', '무교', '총신대학교', '교육', '0.12']: 9.25

['28997', '김**', '여성', '[160.0, 170.0[', '[40.0, 50.0[', 'A형', '1957****', '*************', '*************', 'yahoo.com', '불교', '국민은행', '116957-00-692957', '2']
=> ['27995', '김**', '여성', '[160.0, 170.0[', '[40.0, 50.0[', 'A형', '1971****', '*************', '*************', 'yahoo.com', '무교', '총신대학교', '교육', '0.12']: 9.25

['11857', '박**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'AB형', '1957****', '*************', '*************', 'naver.com', '무교', '수협중앙회', '8281-9001-1752', '1']
=> ['19526', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'AB형', '1959****', '*************', '*************', 'naver.com', '무교', '광운대학교', '사회', '4.24']: 9.5417

['19540', '박**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'AB형', '1957****', '*************', '*************', 'yahoo.com', '무교', '우리은행', '1186-842-296577', '9']
=> ['1026', '박**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1956****', '*************', '*************', 'yahoo.com', '무교', 'KAIST', '인문', '2.95']: 9.5417

['25259', '박**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1957****', '*************', '*************', 'gmail.com', '불교', '우리은행', '5723-963-199475', '3']
=> ['11202', '박**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1956****', '*************', '*************', 'gmail.com', '불교', '추계예술대학교', '예체능', '3.71']: 9.875

['14490', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1957****', '*************', '*************', 'daum.net', '천주교', '외환은행', '252-020931-016', '9']
=> ['25278', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '무교', '서경대학교', '예체능', '1.77']: 9.0833

['32098', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'AB형', '1957****', '*************', '*************', 'yahoo.com', '기독교', '스탠다드(제일)', '176-76-364200', '1']
=> ['28005', '박**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1956****', '*************', '*************', 'yahoo.com', '기독교', '경기대학교', '예체능', '1.98']: 9.2083

['36555', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1957****', '*************', '*************', 'yahoo.com', '천주교', '외환은행', '460-479776-639', '5']
=> ['26895', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1952****', '*************', '*************', 'yahoo.com', '무교', '중앙대학교', '교육', '1.69']: 9.2083

['6775', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1958****', '*************', '*************', 'daum.net', '불교', '기업은행', '107-433768-72-793', '1']
=> ['6732', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '불교', '총신대학교', '교육', '2.49']: 9.75

['12065', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1958****', '*************', '*************', 'daum.net', '불교', '스탠다드(제일)', '743-26-611232', '9']
=> ['6732', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '불교', '총신대학교', '교육', '2.49']: 9.75

['15056', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1958****', '*************', '*************', 'naver.com', '무교', '국민은행', '925360-56-534369', '7']
=> ['23155', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1950****', '*************', '*************', 'naver.com', '무교', '육군사관학교', '인문', '2.8']: 9.5417
=> ['3542', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '한양대학교', '의학', '3.07']: 9.5417

['11876', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1961****', '*************', '*************', 'naver.com', '무교', '하나은행', '174-477540-02485', '8']
=> ['18028', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1952****', '*************', '*************', 'naver.com', '무교', '경희대학교', '공학', '2.84']: 9.4167

['16242', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1961****', '*************', '*************', 'naver.com', '불교', '우리은행', '9870-597-119577', '7']
=> ['24391', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1994****', '*************', '*************', 'daum.net', '기독교', '육군사관학교', '사회', '2.81']: 9.25
=> ['11982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1954****', '*************', '*************', 'naver.com', '불교', '세종대학교', '인문', '1.01']: 9.25
=> ['6732', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '불교', '총신대학교', '교육', '2.49']: 9.25

['20096', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1961****', '*************', '*************', 'daum.net', '무교', '스탠다드(제일)', '895-19-380939', '9']
=> ['25278', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '무교', '서경대학교', '예체능', '1.77']: 9.4167

['1961', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1965****', '*************', '*************', 'daum.net', '불교', '한국씨티은행', '815-882591-693', '8']
=> ['25278', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1972****', '*************', '*************', 'daum.net', '무교', '서경대학교', '예체능', '1.77']: 9.25
=> ['12400', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1974****', '*************', '*************', 'gmail.com', '불교', '서울과학기술대학교', '의학', '4.14']: 9.25

['2985', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1965****', '*************', '*************', 'gmail.com', '무교', '스탠다드(제일)', '575-30-402954', '9']
=> ['14018', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1950****', '*************', '*************', 'gmail.com', '무교', '한국방송통신대학교', '공학', '3.29']: 9.75

['31479', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1965****', '*************', '*************', 'gmail.com', '무교', '외환은행', '313-630571-800', '5']
=> ['8328', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1972****', '*************', '*************', 'gmail.com', '무교', '육군사관학교', '공학', '3.23']: 9.75

['1707', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1966****', '*************', '*************', 'yahoo.com', '불교', '기업은행', '209-618186-88-252', '1']
=> ['25000', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1954****', '*************', '*************', 'yahoo.com', '불교', '그리스도대학교', '사회', '2.54']: 9.75

['4705', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1966****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '300-6442-585-16', '6']
=> ['19931', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1985****', '*************', '*************', 'gmail.com', '무교', '건국대학교', '예체능', '2.25']: 9.75

['12870', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1966****', '*************', '*************', 'yahoo.com', '기독교', '하나은행', '524-490106-37316', '5']
=> ['3542', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '한양대학교', '의학', '3.07']: 9.75

['27640', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1966****', '*************', '*************', 'gmail.com', '기독교', '우리은행', '9090-634-509029', '2']
=> ['32325', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'AB형', '1960****', '*************', '*************', 'gmail.com', '기독교', '장로회신학대학교', '의학', '0.87']: 9.5417

['2966', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1970****', '*************', '*************', 'naver.com', '기독교', '새마을금고', '5-82624865545-8', '1']
=> ['3542', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '한양대학교', '의학', '3.07']: 9.3056

['21835', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1970****', '*************', '*************', 'yahoo.com', '불교', '하나은행', '567-950097-73683', '4']
=> ['25000', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1954****', '*************', '*************', 'yahoo.com', '불교', '그리스도대학교', '사회', '2.54']: 9.25

['26860', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1970****', '*************', '*************', 'yahoo.com', '기독교', '우리은행', '5024-513-983903', '5']
=> ['3542', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '한양대학교', '의학', '3.07']: 9.75

['7374', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1978****', '*************', '*************', 'yahoo.com', '무교', '기업은행', '078-484457-41-696', '3']
=> ['29399', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '무교', '서울대학교', '의학', '2.92']: 9.75
=> ['11205', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1960****', '*************', '*************', 'yahoo.com', '기독교', '상명대학교', '인문', '0.52']: 9.75

['20409', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1978****', '*************', '*************', 'daum.net', '기독교', '신한은행', '976-899-314677', '7']
=> ['2665', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1950****', '*************', '*************', 'daum.net', '기독교', '성공회대학교', '의학', '3.8']: 9.4167
=> ['16818', '장**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1969****', '*************', '*************', 'yahoo.com', '불교', 'KAIST', '교육', '2.52']: 9.4167

['27107', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1978****', '*************', '*************', 'daum.net', '무교', '외환은행', '748-088471-460', '8']
=> ['8243', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '무교', '숙명여자대학교', '사회', '0.28']: 9.25

['9136', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1979****', '*************', '*************', 'gmail.com', '기독교', 'NH농협', '661-3057-421-52', '6']
=> ['13304', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1952****', '*************', '*************', 'gmail.com', '기독교', '건국대학교', '교육', '0.54']: 9.4167
=> ['19359', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1960****', '*************', '*************', 'yahoo.com', '무교', '서강대학교', '인문', '1.75']: 9.4167

['28246', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1979****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '678-726851-229', '5']
=> ['18028', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1952****', '*************', '*************', 'naver.com', '무교', '경희대학교', '공학', '2.84']: 9.4167

['34994', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1979****', '*************', '*************', 'naver.com', '불교', '외환은행', '434-155609-393', '3']
=> ['11366', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '기독교', '삼육대학교', '사회', '2.65']: 9.75
=> ['11982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1954****', '*************', '*************', 'naver.com', '불교', '세종대학교', '인문', '1.01']: 9.75

['4074', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1981****', '*************', '*************', 'daum.net', '무교', '한국씨티은행', '689-989383-024', '1']
=> ['8243', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '무교', '숙명여자대학교', '사회', '0.28']: 9.25

['20438', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1981****', '*************', '*************', 'naver.com', '불교', '새마을금고', '7-96610536444-4', '2']
=> ['11366', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '기독교', '삼육대학교', '사회', '2.65']: 9.75
=> ['11982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1954****', '*************', '*************', 'naver.com', '불교', '세종대학교', '인문', '1.01']: 9.75

['36364', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1981****', '*************', '*************', 'yahoo.com', '기독교', '외환은행', '589-773825-320', '6']
=> ['15300', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1985****', '*************', '*************', 'yahoo.com', '기독교', '서울시립대학교', '법학', '0.3']: 9.875

['23', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1984****', '*************', '*************', 'gmail.com', '불교', '신한은행', '398-754-952247', '4']
=> ['14884', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1954****', '*************', '*************', 'gmail.com', '불교', '한국체육대학교', '의학', '1.16']: 9.875

['1874', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1984****', '*************', '*************', 'yahoo.com', '기독교', '스탠다드(제일)', '360-38-679892', '8']
=> ['3542', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '한양대학교', '의학', '3.07']: 9.75

['11818', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1984****', '*************', '*************', 'daum.net', '무교', '새마을금고', '1-54653642579-7', '7']
=> ['8243', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '무교', '숙명여자대학교', '사회', '0.28']: 9.75

['11871', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1984****', '*************', '*************', 'gmail.com', '무교', '신한은행', '621-362-957281', '1']
=> ['36839', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1994****', '*************', '*************', 'gmail.com', '무교', '서경대학교', '공학', '4.05']: 9.875

['10855', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1985****', '*************', '*************', 'gmail.com', '불교', '우리은행', '9445-293-133369', '7']
=> ['12773', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'AB형', '1985****', '*************', '*************', 'gmail.com', '불교', '동국대학교', '법학', '2.17']: 9.3333

['22809', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1985****', '*************', '*************', 'naver.com', '무교', '기업은행', '993-704616-17-447', '5']
=> ['18028', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1952****', '*************', '*************', 'naver.com', '무교', '경희대학교', '공학', '2.84']: 9.75

['26934', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1985****', '*************', '*************', 'naver.com', '기독교', '스탠다드(제일)', '588-71-596161', '7']
=> ['15300', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1985****', '*************', '*************', 'yahoo.com', '기독교', '서울시립대학교', '법학', '0.3']: 9.2222

['81', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1986****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '6315-3590-4654', '4']
=> ['8328', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1972****', '*************', '*************', 'gmail.com', '무교', '육군사관학교', '공학', '3.23']: 9.75

['28300', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1986****', '*************', '*************', 'daum.net', '무교', '한국씨티은행', '535-332658-882', '2']
=> ['8243', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '무교', '숙명여자대학교', '사회', '0.28']: 9.4167

['29871', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1986****', '*************', '*************', 'gmail.com', '천주교', '국민은행', '244415-66-872641', '8']
=> ['14018', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1950****', '*************', '*************', 'gmail.com', '무교', '한국방송통신대학교', '공학', '3.29']: 9.0833

['1440', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1989****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '9-08538092597-1', '9']
=> ['1440', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1989****', '*************', '*************', 'yahoo.com', '무교', '한영신학대학교', '의학', '2.7']: 10.0

['8829', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1989****', '*************', '*************', 'yahoo.com', '무교', '외환은행', '614-549604-767', '7']
=> ['1440', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1989****', '*************', '*************', 'yahoo.com', '무교', '한영신학대학교', '의학', '2.7']: 10.0

['18570', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1989****', '*************', '*************', 'daum.net', '불교', '우리은행', '6396-359-039171', '3']
=> ['33682', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1974****', '*************', '*************', 'daum.net', '불교', '한국외국어대학교', '자연', '3.3']: 9.75

['1658', '정**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1990****', '*************', '*************', 'naver.com', '불교', '수협중앙회', '4012-6086-5798', '6']
=> ['11366', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '기독교', '삼육대학교', '사회', '2.65']: 9.0417
=> ['27610', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'A형', '1994****', '*************', '*************', 'naver.com', '불교', '동덕여자대학교', '법학', '0.15']: 9.0417

['15457', '정**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1990****', '*************', '*************', 'gmail.com', '무교', '새마을금고', '8-67344976397-8', '8']
=> ['8328', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1972****', '*************', '*************', 'gmail.com', '무교', '육군사관학교', '공학', '3.23']: 9.4167

['18401', '정**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1990****', '*************', '*************', 'gmail.com', '무교', '한국씨티은행', '285-750691-814', '1']
=> ['22662', '장**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1969****', '*************', '*************', 'gmail.com', '무교', '서경대학교', '법학', '2.01']: 9.4167
