CORRECT LIST
['12982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1951****', '*************', '*************', 'daum.net', '무교', '164.222.180.218', '0a:ec:65:a7:b7:95']
['10239', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1947****', '*************', '*************', 'gmail.com', '기독교', '8.244.253.73', 'd4:fb:bc:09:88:d8']
['26386', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1947****', '*************', '*************', 'naver.com', '기독교', '200.150.148.206', '49:fd:32:c3:c2:d5']
['568', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1948****', '*************', '*************', 'gmail.com', '무교', '242.113.28.125', '50:48:d6:7b:51:e2']
['15697', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1948****', '*************', '*************', 'daum.net', '천주교', '210.29.252.108', 'aa:fd:45:a0:eb:c4']
['387', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1948****', '*************', '*************', 'naver.com', '무교', '189.191.200.222', '47:a3:9d:1c:fc:e4']
['25756', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1948****', '*************', '*************', 'daum.net', '천주교', '161.117.173.177', '4e:72:1f:df:1a:bf']
['35691', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1948****', '*************', '*************', 'naver.com', '불교', '82.138.111.255', 'ef:0d:3e:0d:58:43']
['25165', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1949****', '*************', '*************', 'gmail.com', '무교', '91.74.117.51', '24:2c:ec:85:13:a6']
['18425', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'gmail.com', '무교', '109.52.9.96', '0b:fa:a3:f4:05:c6']
['2216', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'yahoo.com', '불교', '64.173.20.118', '2f:61:48:2f:d0:3e']
['2350', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'gmail.com', '불교', '250.2.25.6', '0e:4c:1d:6a:53:d9']
['11165', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1949****', '*************', '*************', 'yahoo.com', '무교', '177.55.57.36', '0d:dd:0a:c3:2e:0d']
['11555', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'gmail.com', '천주교', '138.81.90.31', 'f9:a7:dc:01:01:cc']
['31857', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1949****', '*************', '*************', 'daum.net', '기독교', '21.127.37.13', 'b6:9d:20:d1:ad:4d']
['32152', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1949****', '*************', '*************', 'yahoo.com', '기독교', '134.249.2.251', '58:a2:45:0f:43:e6']
['14070', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1950****', '*************', '*************', 'daum.net', '불교', '216.127.5.23', 'e7:b0:45:91:d3:dd']
['33252', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1950****', '*************', '*************', 'gmail.com', '무교', '208.92.119.20', 'c9:11:73:21:3e:e9']
['11369', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1951****', '*************', '*************', 'yahoo.com', '무교', '89.49.60.164', '96:f0:1f:a1:78:57']
['22988', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1951****', '*************', '*************', 'naver.com', '무교', '237.177.37.142', '71:38:7d:ac:0a:05']
['37990', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1951****', '*************', '*************', 'gmail.com', '무교', '116.241.181.208', 'bd:a9:48:60:f1:ee']
['26412', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1951****', '*************', '*************', 'yahoo.com', '기독교', '56.12.236.26', '01:00:96:80:de:86']
['26687', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1951****', '*************', '*************', 'gmail.com', '무교', '158.80.4.29', '5f:5f:e9:e2:6a:7f']
['9520', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1952****', '*************', '*************', 'yahoo.com', '불교', '114.153.126.231', '5d:30:0a:95:16:60']
['13776', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1952****', '*************', '*************', 'yahoo.com', '무교', '210.8.87.171', '91:1a:4e:a0:bf:ed']
['35961', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '불교', '181.9.123.49', '1d:0a:8e:4b:b7:3e']
['37056', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1952****', '*************', '*************', 'yahoo.com', '천주교', '244.126.76.36', 'db:1c:84:5e:d7:2a']
['15297', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1952****', '*************', '*************', 'naver.com', '불교', '110.61.178.218', '9e:04:46:8c:23:1a']
['32359', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1952****', '*************', '*************', 'naver.com', '무교', '13.181.19.110', '67:2b:39:3b:66:8c']
['38821', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1952****', '*************', '*************', 'daum.net', '무교', '137.208.55.174', 'fa:94:8a:5e:19:75']
['2509', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '무교', '78.57.12.255', 'a8:d8:da:b6:0a:9a']
['10614', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1952****', '*************', '*************', 'naver.com', '천주교', '233.48.73.229', 'de:ba:7c:db:f0:e1']
['34953', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1952****', '*************', '*************', 'gmail.com', '무교', '155.229.34.170', '53:05:f1:eb:3f:fe']
['4353', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1952****', '*************', '*************', 'gmail.com', '불교', '232.106.10.19', '48:d3:cb:42:97:42']
['10030', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1952****', '*************', '*************', 'naver.com', '불교', '18.81.105.61', 'b2:4c:16:1e:36:e6']
['21344', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1952****', '*************', '*************', 'yahoo.com', '무교', '173.161.252.174', '0b:62:d9:b8:0f:3b']
['8285', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1953****', '*************', '*************', 'naver.com', '무교', '147.63.227.51', '83:10:71:a2:10:85']
['9670', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1953****', '*************', '*************', 'gmail.com', '무교', '180.76.240.121', '90:65:7e:07:06:4c']
['17880', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1953****', '*************', '*************', 'gmail.com', '무교', '135.44.119.117', '31:40:ec:67:c4:37']
['34488', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1953****', '*************', '*************', 'daum.net', '기독교', '148.128.241.13', 'c0:1a:62:3d:cf:94']
['22034', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1953****', '*************', '*************', 'yahoo.com', '기독교', '12.78.135.241', 'f4:51:7d:24:b8:04']
['5925', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1953****', '*************', '*************', 'yahoo.com', '기독교', '14.20.146.86', '06:18:85:6a:a0:0b']
['12195', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1953****', '*************', '*************', 'yahoo.com', '불교', '85.79.59.92', 'd8:98:8a:39:38:72']
['28508', '서**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1953****', '*************', '*************', 'gmail.com', '무교', '77.119.7.255', 'b4:db:2f:7b:98:61']
['39487', '서**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1953****', '*************', '*************', 'daum.net', '불교', '243.122.213.200', 'a2:7e:5b:a9:22:55']
['32858', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1953****', '*************', '*************', 'daum.net', '무교', '101.196.81.127', '65:95:06:78:be:47']
['21892', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1954****', '*************', '*************', 'gmail.com', '무교', '254.224.80.212', 'c9:d5:5a:00:39:9d']
['18799', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1954****', '*************', '*************', 'gmail.com', '무교', '176.85.25.175', '10:92:a4:36:aa:39']
['15216', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1954****', '*************', '*************', 'gmail.com', '무교', '111.164.200.227', '80:21:8b:64:79:4b']
['18516', '장**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1954****', '*************', '*************', 'yahoo.com', '무교', '255.80.147.55', 'c0:88:7f:6b:62:21']
['6990', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1955****', '*************', '*************', 'daum.net', '불교', '43.63.168.125', '07:09:d5:be:9d:9e']
['21864', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1955****', '*************', '*************', 'gmail.com', '불교', '5.60.199.23', '9f:aa:af:e8:36:d3']
['28816', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1955****', '*************', '*************', 'daum.net', '무교', '171.123.234.5', '2b:9d:df:47:59:15']
['30024', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1955****', '*************', '*************', 'yahoo.com', '무교', '162.191.106.132', 'c6:d7:1e:a4:b4:26']
['32108', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1955****', '*************', '*************', 'naver.com', '불교', '90.55.171.26', 'a2:fc:c2:70:f2:40']
['19292', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1956****', '*************', '*************', 'daum.net', '불교', '45.11.206.182', '3e:89:50:7c:bd:0d']
['8580', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1956****', '*************', '*************', 'gmail.com', '불교', '242.148.160.243', 'a9:a4:c3:48:a2:06']
['3536', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1957****', '*************', '*************', 'naver.com', '무교', '89.15.102.116', '64:b7:42:f3:ec:59']
['18641', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1957****', '*************', '*************', 'gmail.com', '불교', '51.182.183.59', '35:14:08:4b:93:96']
['960', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1957****', '*************', '*************', 'daum.net', '불교', '230.194.111.48', 'c6:21:f2:ce:a1:9d']
['11945', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1957****', '*************', '*************', 'yahoo.com', '천주교', '15.52.209.251', 'b0:da:23:e2:e2:10']
['25293', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1957****', '*************', '*************', 'gmail.com', '불교', '1.88.3.41', 'de:6e:f4:65:cc:1d']
['24161', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1957****', '*************', '*************', 'gmail.com', '기독교', '98.84.134.148', '69:65:4e:3b:d9:9c']
['28209', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1957****', '*************', '*************', 'gmail.com', '기독교', '17.191.166.232', '2c:ad:e3:15:4e:8e']
['6913', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1957****', '*************', '*************', 'naver.com', '불교', '124.90.138.105', 'a0:c9:45:d5:e0:65']
['23067', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1957****', '*************', '*************', 'naver.com', '기독교', '61.19.130.200', '05:41:d8:30:af:ad']
['35407', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1958****', '*************', '*************', 'gmail.com', '불교', '147.209.211.194', '99:d3:ec:b9:22:62']
['21819', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1958****', '*************', '*************', 'daum.net', '무교', '20.90.131.50', '84:3c:61:09:95:76']
['30507', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1958****', '*************', '*************', 'gmail.com', '무교', '221.6.65.14', '87:d2:85:54:e2:73']
['36205', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1958****', '*************', '*************', 'naver.com', '불교', '136.45.14.215', '48:fc:ab:86:0c:1f']
['16547', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1959****', '*************', '*************', 'gmail.com', '불교', '213.102.207.59', '78:fb:cf:7a:c7:f3']
['17703', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1959****', '*************', '*************', 'daum.net', '불교', '199.111.134.169', '53:65:9c:8a:c5:ad']
['39918', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1959****', '*************', '*************', 'naver.com', '기독교', '213.241.147.148', '39:18:ee:e5:96:87']
['19995', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1959****', '*************', '*************', 'naver.com', '천주교', '20.88.214.164', '55:c8:8e:90:64:ef']
['11018', '장**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1959****', '*************', '*************', 'yahoo.com', '천주교', '16.107.89.215', 'ab:7d:68:af:19:8c']
['24366', '장**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1959****', '*************', '*************', 'yahoo.com', '천주교', '138.194.147.229', '4e:75:6a:c0:81:84']
['37517', '장**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '무교', '191.57.202.55', 'fa:46:49:ec:a5:46']
['34743', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1960****', '*************', '*************', 'yahoo.com', '무교', '162.252.231.250', 'ce:29:0a:e4:66:63']
['1593', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1960****', '*************', '*************', 'daum.net', '기독교', '147.183.13.24', 'ca:ad:bf:57:94:f2']
['32790', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1960****', '*************', '*************', 'gmail.com', '무교', '36.120.231.174', '36:05:91:b6:ad:bc']
['27170', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '무교', '67.219.248.45', '02:c4:28:01:35:53']
['14123', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1960****', '*************', '*************', 'daum.net', '기독교', '106.49.91.147', '1d:7d:33:bb:be:b9']
['32184', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1960****', '*************', '*************', 'naver.com', '불교', '250.174.24.170', '0e:07:6f:b4:8d:4f']
['9967', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1961****', '*************', '*************', 'naver.com', '불교', '81.34.97.54', 'b4:ce:62:3d:52:e4']
['24283', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1961****', '*************', '*************', 'yahoo.com', '무교', '166.157.80.91', 'e8:18:1d:5e:4e:4c']
['29520', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1961****', '*************', '*************', 'daum.net', '기독교', '20.44.195.143', '2f:75:63:a5:84:cf']
['31826', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1961****', '*************', '*************', 'yahoo.com', '무교', '169.72.59.209', '26:03:2d:6d:f6:1c']
['20519', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1961****', '*************', '*************', 'yahoo.com', '무교', '21.147.252.247', 'fd:79:19:42:0b:f1']
['39792', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1961****', '*************', '*************', 'yahoo.com', '무교', '168.13.222.37', '55:5e:6a:67:08:5d']
['3628', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1961****', '*************', '*************', 'yahoo.com', '불교', '91.133.138.37', '26:f0:22:71:8c:58']
['11959', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1961****', '*************', '*************', 'yahoo.com', '기독교', '250.31.214.51', '23:c7:d0:22:61:15']
['30463', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1961****', '*************', '*************', 'gmail.com', '천주교', '234.124.160.81', '12:84:5f:6e:a8:b6']
['38424', '정**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1961****', '*************', '*************', 'naver.com', '무교', '171.33.115.120', 'bb:b6:f3:9f:30:34']
['13995', '강**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1962****', '*************', '*************', 'naver.com', '무교', '222.229.103.131', '7f:3f:10:2c:e8:10']
['24519', '강**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1962****', '*************', '*************', 'daum.net', '무교', '105.30.83.169', '4f:c0:28:40:66:f0']
['17304', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1962****', '*************', '*************', 'yahoo.com', '무교', '69.33.11.183', '97:b6:17:a4:30:23']
['20914', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1962****', '*************', '*************', 'naver.com', '무교', '10.23.60.240', 'ff:53:3a:56:c9:68']
['11630', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1962****', '*************', '*************', 'daum.net', '무교', '139.3.162.140', 'c8:43:aa:6c:d7:e2']
['4730', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1963****', '*************', '*************', 'daum.net', '기독교', '230.184.227.1', 'fe:f9:c7:66:9f:61']
['5031', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1963****', '*************', '*************', 'naver.com', '기독교', '146.153.79.233', '53:5a:cc:2c:ab:f7']
['39458', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1963****', '*************', '*************', 'yahoo.com', '기독교', '17.112.68.211', '8d:9a:fd:54:e0:a8']
['33713', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1963****', '*************', '*************', 'daum.net', '무교', '100.120.52.146', '74:fc:d0:5c:bd:b7']
['15793', '권**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1964****', '*************', '*************', 'naver.com', '불교', '250.75.224.20', '6f:47:b2:61:1c:5d']
['26520', '권**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1964****', '*************', '*************', 'yahoo.com', '기독교', '124.119.200.107', '8d:2f:68:e5:0a:9c']
['29885', '권**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1964****', '*************', '*************', 'naver.com', '불교', '38.76.88.199', 'dc:32:25:83:c6:05']
['12541', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1964****', '*************', '*************', 'naver.com', '천주교', '222.127.40.96', '51:1e:d1:b9:38:e2']
['25386', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1964****', '*************', '*************', 'gmail.com', '기독교', '180.98.119.201', '85:14:ee:e5:e2:32']
['26952', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1964****', '*************', '*************', 'gmail.com', '무교', '99.28.202.228', '46:f5:c8:6e:1b:64']
['1072', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1964****', '*************', '*************', 'yahoo.com', '기독교', '119.255.157.126', '3f:25:25:11:3b:54']
['18926', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1964****', '*************', '*************', 'gmail.com', '무교', '216.231.54.81', '79:14:d8:eb:66:8d']
['2730', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1964****', '*************', '*************', 'naver.com', '불교', '98.157.160.123', 'ce:51:98:84:c5:32']
['16859', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1964****', '*************', '*************', 'daum.net', '불교', '235.14.3.246', 'fc:6c:ba:e6:7b:10']
['37301', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1964****', '*************', '*************', 'gmail.com', '무교', '162.31.92.146', '8e:a5:8b:b9:c4:3d']
['4530', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1964****', '*************', '*************', 'naver.com', '무교', '211.77.158.204', 'aa:50:e4:5e:10:8a']
['29089', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1965****', '*************', '*************', 'yahoo.com', '불교', '102.90.17.190', 'ec:d1:74:29:5e:36']
['31775', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1965****', '*************', '*************', 'yahoo.com', '무교', '119.109.96.57', 'cb:bc:65:48:99:87']
['16326', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1965****', '*************', '*************', 'daum.net', '무교', '202.189.197.76', '63:d0:41:76:9e:fe']
['3719', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1966****', '*************', '*************', 'naver.com', '무교', '109.156.123.1', '0a:9b:fe:cd:49:3b']
['29483', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1966****', '*************', '*************', 'daum.net', '불교', '48.202.175.134', '4d:02:6e:9f:aa:3a']
['31748', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1966****', '*************', '*************', 'daum.net', '불교', '67.81.62.3', '3b:02:6d:ee:38:0d']
['30219', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1966****', '*************', '*************', 'gmail.com', '천주교', '125.91.13.122', 'ec:06:e7:0d:38:9b']
['21405', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1967****', '*************', '*************', 'naver.com', '무교', '149.154.31.140', '15:44:a9:a1:67:23']
['12456', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1967****', '*************', '*************', 'gmail.com', '불교', '174.103.173.232', '50:75:be:89:ee:e9']
['20677', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1967****', '*************', '*************', 'yahoo.com', '천주교', '204.55.209.210', '4c:74:fe:9d:87:b4']
['39352', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1967****', '*************', '*************', 'naver.com', '무교', '124.97.175.221', '41:e0:30:82:af:ec']
['3188', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1967****', '*************', '*************', 'daum.net', '천주교', '199.236.196.178', 'b3:92:4e:38:c7:00']
['14049', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1967****', '*************', '*************', 'naver.com', '무교', '12.126.240.13', '4a:76:bd:d5:13:c9']
['23040', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1967****', '*************', '*************', 'gmail.com', '기독교', '44.70.219.81', 'b9:f8:26:e4:49:21']
['26129', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1967****', '*************', '*************', 'naver.com', '불교', '234.54.62.197', '5a:7d:6a:11:b5:d4']
