No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,주거래은행,계좌번호,신용등급
12236,김**,여성,"[160.0, 170.0[","[40.0, 50.0[",B형,1954****,*************,*************,daum.net,기독교,NH농협,916-7869-340-28,8
27208,김**,여성,"[160.0, 170.0[","[40.0, 50.0[",B형,1954****,*************,*************,daum.net,기독교,국민은행,397159-31-089486,8
27805,김**,여성,"[160.0, 170.0[","[40.0, 50.0[",B형,1954****,*************,*************,naver.com,기독교,새마을금고,6-39006195232-5,5
1026,박**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1956****,*************,*************,yahoo.com,무교,우리은행,4218-493-719887,8
6754,박**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1956****,*************,*************,daum.net,무교,신한은행,731-669-881657,3
11202,박**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1956****,*************,*************,gmail.com,불교,국민은행,516425-48-052113,8
8705,김**,여성,"[160.0, 170.0[","[40.0, 50.0[",O형,1957****,*************,*************,daum.net,불교,외환은행,393-438380-111,6
11338,김**,여성,"[160.0, 170.0[","[40.0, 50.0[",A형,1957****,*************,*************,yahoo.com,불교,스탠다드(제일),533-81-579162,5
28997,김**,여성,"[160.0, 170.0[","[40.0, 50.0[",A형,1957****,*************,*************,yahoo.com,불교,국민은행,116957-00-692957,2
11857,박**,여성,"[150.0, 160.0[","[40.0, 50.0[",AB형,1957****,*************,*************,naver.com,무교,수협중앙회,8281-9001-1752,1
19540,박**,여성,"[150.0, 160.0[","[40.0, 50.0[",AB형,1957****,*************,*************,yahoo.com,무교,우리은행,1186-842-296577,9
25259,박**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1957****,*************,*************,gmail.com,불교,우리은행,5723-963-199475,3
14490,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1957****,*************,*************,daum.net,천주교,외환은행,252-020931-016,9
32098,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",AB형,1957****,*************,*************,yahoo.com,기독교,스탠다드(제일),176-76-364200,1
36555,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1957****,*************,*************,yahoo.com,천주교,외환은행,460-479776-639,5
6775,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1958****,*************,*************,daum.net,불교,기업은행,107-433768-72-793,1
12065,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1958****,*************,*************,daum.net,불교,스탠다드(제일),743-26-611232,9
15056,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1958****,*************,*************,naver.com,무교,국민은행,925360-56-534369,7
11876,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1961****,*************,*************,naver.com,무교,하나은행,174-477540-02485,8
16242,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1961****,*************,*************,naver.com,불교,우리은행,9870-597-119577,7
20096,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1961****,*************,*************,daum.net,무교,스탠다드(제일),895-19-380939,9
1961,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1965****,*************,*************,daum.net,불교,한국씨티은행,815-882591-693,8
2985,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1965****,*************,*************,gmail.com,무교,스탠다드(제일),575-30-402954,9
31479,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1965****,*************,*************,gmail.com,무교,외환은행,313-630571-800,5
1707,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1966****,*************,*************,yahoo.com,불교,기업은행,209-618186-88-252,1
4705,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1966****,*************,*************,gmail.com,무교,NH농협,300-6442-585-16,6
12870,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1966****,*************,*************,yahoo.com,기독교,하나은행,524-490106-37316,5
27640,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1966****,*************,*************,gmail.com,기독교,우리은행,9090-634-509029,2
2966,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1970****,*************,*************,naver.com,기독교,새마을금고,5-82624865545-8,1
21835,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1970****,*************,*************,yahoo.com,불교,하나은행,567-950097-73683,4
26860,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1970****,*************,*************,yahoo.com,기독교,우리은행,5024-513-983903,5
7374,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1978****,*************,*************,yahoo.com,무교,기업은행,078-484457-41-696,3
20409,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1978****,*************,*************,daum.net,기독교,신한은행,976-899-314677,7
27107,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1978****,*************,*************,daum.net,무교,외환은행,748-088471-460,8
9136,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1979****,*************,*************,gmail.com,기독교,NH농협,661-3057-421-52,6
28246,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1979****,*************,*************,naver.com,무교,한국씨티은행,678-726851-229,5
34994,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1979****,*************,*************,naver.com,불교,외환은행,434-155609-393,3
4074,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1981****,*************,*************,daum.net,무교,한국씨티은행,689-989383-024,1
20438,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1981****,*************,*************,naver.com,불교,새마을금고,7-96610536444-4,2
36364,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1981****,*************,*************,yahoo.com,기독교,외환은행,589-773825-320,6
23,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1984****,*************,*************,gmail.com,불교,신한은행,398-754-952247,4
1874,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1984****,*************,*************,yahoo.com,기독교,스탠다드(제일),360-38-679892,8
11818,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1984****,*************,*************,daum.net,무교,새마을금고,1-54653642579-7,7
11871,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1984****,*************,*************,gmail.com,무교,신한은행,621-362-957281,1
10855,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1985****,*************,*************,gmail.com,불교,우리은행,9445-293-133369,7
22809,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1985****,*************,*************,naver.com,무교,기업은행,993-704616-17-447,5
26934,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1985****,*************,*************,naver.com,기독교,스탠다드(제일),588-71-596161,7
81,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1986****,*************,*************,gmail.com,무교,수협중앙회,6315-3590-4654,4
28300,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1986****,*************,*************,daum.net,무교,한국씨티은행,535-332658-882,2
29871,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1986****,*************,*************,gmail.com,천주교,국민은행,244415-66-872641,8
1440,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1989****,*************,*************,yahoo.com,무교,새마을금고,9-08538092597-1,9
8829,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1989****,*************,*************,yahoo.com,무교,외환은행,614-549604-767,7
18570,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1989****,*************,*************,daum.net,불교,우리은행,6396-359-039171,3
1658,정**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1990****,*************,*************,naver.com,불교,수협중앙회,4012-6086-5798,6
15457,정**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1990****,*************,*************,gmail.com,무교,새마을금고,8-67344976397-8,8
18401,정**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1990****,*************,*************,gmail.com,무교,한국씨티은행,285-750691-814,1
31439,정**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1990****,*************,*************,daum.net,천주교,NH농협,267-4239-819-90,2
11311,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1991****,*************,*************,naver.com,불교,한국씨티은행,193-447030-519,3
27712,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1991****,*************,*************,yahoo.com,기독교,NH농협,622-6246-020-86,7
34109,이**,여성,"[150.0, 160.0[","[40.0, 50.0[",O형,1991****,*************,*************,yahoo.com,불교,스탠다드(제일),070-50-641464,5
10653,조**,여성,"[140.0, 150.0[","[40.0, 50.0[",A형,1992****,*************,*************,gmail.com,무교,외환은행,685-788617-204,7
27649,조**,여성,"[140.0, 150.0[","[40.0, 50.0[",B형,1992****,*************,*************,naver.com,불교,외환은행,567-940840-465,1
29258,조**,여성,"[140.0, 150.0[","[40.0, 50.0[",B형,1992****,*************,*************,daum.net,무교,기업은행,558-350298-40-670,7
725,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1994****,*************,*************,daum.net,무교,기업은행,473-863115-64-880,7
10949,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",B형,1994****,*************,*************,daum.net,불교,하나은행,894-809259-50853,8
36839,김**,여성,"[150.0, 160.0[","[40.0, 50.0[",A형,1994****,*************,*************,gmail.com,무교,스탠다드(제일),503-90-721633,8
18913,이**,여성,"[140.0, 150.0[","[40.0, 50.0[",O형,1995****,*************,*************,daum.net,무교,스탠다드(제일),716-98-957757,7
32788,이**,여성,"[140.0, 150.0[","[40.0, 50.0[",B형,1995****,*************,*************,gmail.com,무교,기업은행,002-108055-53-413,8
39280,이**,여성,"[140.0, 150.0[","[40.0, 50.0[",A형,1995****,*************,*************,gmail.com,기독교,새마을금고,4-62616315807-9,7
7900,권**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1946****,*************,*************,gmail.com,기독교,한국씨티은행,671-382329-939,7
11360,권**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1946****,*************,*************,daum.net,무교,하나은행,719-789451-11108,5
16416,권**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,gmail.com,기독교,NH농협,450-4227-842-21,7
19957,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,naver.com,무교,외환은행,566-545574-038,1
20313,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,gmail.com,무교,하나은행,175-228179-32172,6
28419,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1946****,*************,*************,naver.com,불교,수협중앙회,6875-0958-1310,6
4827,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,naver.com,무교,기업은행,747-914357-59-703,7
10496,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,daum.net,기독교,기업은행,601-087538-25-089,1
11298,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,naver.com,천주교,NH농협,509-0533-843-51,2
12315,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,yahoo.com,무교,신한은행,109-641-660739,6
17942,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1946****,*************,*************,daum.net,무교,수협중앙회,6852-0794-6965,6
18536,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1946****,*************,*************,daum.net,무교,외환은행,769-407667-778,7
19234,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,naver.com,무교,하나은행,689-934870-30022,7
21720,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,naver.com,불교,수협중앙회,4172-8863-7887,3
28173,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,yahoo.com,무교,외환은행,212-781092-746,3
29352,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1946****,*************,*************,daum.net,기독교,하나은행,439-385511-51073,8
39814,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,daum.net,무교,스탠다드(제일),022-77-065404,6
4645,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1946****,*************,*************,gmail.com,불교,국민은행,157040-91-912857,7
7445,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1946****,*************,*************,naver.com,불교,NH농협,763-7455-364-16,3
8070,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1946****,*************,*************,daum.net,불교,하나은행,965-702634-05357,4
15329,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1946****,*************,*************,yahoo.com,무교,신한은행,896-674-043073,3
23850,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1946****,*************,*************,gmail.com,무교,우리은행,7465-399-754123,7
33807,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1946****,*************,*************,yahoo.com,무교,수협중앙회,4659-9914-6205,3
6951,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1946****,*************,*************,daum.net,불교,하나은행,147-346292-67290,2
14604,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1946****,*************,*************,gmail.com,기독교,외환은행,334-962421-545,7
20567,박**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1946****,*************,*************,yahoo.com,무교,신한은행,489-545-576712,5
3482,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,yahoo.com,기독교,수협중앙회,3538-4710-0914,5
7212,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1946****,*************,*************,yahoo.com,무교,한국씨티은행,041-504606-746,1
11634,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,naver.com,불교,스탠다드(제일),773-28-459958,7
20234,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,naver.com,불교,한국씨티은행,935-935283-553,3
25900,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,naver.com,기독교,수협중앙회,1011-7180-5283,7
27027,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,yahoo.com,무교,외환은행,887-885143-332,4
28627,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1946****,*************,*************,naver.com,무교,기업은행,692-815793-61-888,5
30687,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,naver.com,기독교,한국씨티은행,290-531358-165,1
34642,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1946****,*************,*************,yahoo.com,무교,기업은행,231-663161-76-164,3
39360,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,naver.com,불교,국민은행,918011-14-682240,4
7627,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,gmail.com,천주교,우리은행,2529-660-886120,3
8329,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,daum.net,기독교,기업은행,100-582334-17-649,3
15298,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,daum.net,기독교,외환은행,112-904038-361,4
29113,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,daum.net,무교,외환은행,253-705692-054,5
31688,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1946****,*************,*************,gmail.com,무교,우리은행,7406-258-416900,8
34377,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,naver.com,무교,새마을금고,0-48161026002-9,2
1044,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,naver.com,기독교,새마을금고,5-41523876616-6,3
5839,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,yahoo.com,불교,외환은행,394-914925-334,4
6818,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1947****,*************,*************,daum.net,무교,NH농협,434-2360-112-20,9
7404,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,naver.com,불교,하나은행,157-440775-70369,2
12848,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,gmail.com,무교,수협중앙회,7198-7514-6788,9
14352,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,gmail.com,무교,스탠다드(제일),332-68-044128,9
18011,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,yahoo.com,기독교,기업은행,766-218429-05-090,3
19399,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,naver.com,기독교,스탠다드(제일),233-50-815333,4
20600,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,daum.net,불교,우리은행,0567-617-127037,8
21948,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,gmail.com,무교,하나은행,979-326451-89910,3
29650,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,yahoo.com,무교,신한은행,018-950-124882,4
32089,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,daum.net,불교,한국씨티은행,954-887721-748,9
35121,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,naver.com,기독교,국민은행,422718-61-675370,5
2671,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1947****,*************,*************,daum.net,불교,외환은행,667-161460-193,7
22901,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1947****,*************,*************,gmail.com,불교,NH농협,539-5194-600-01,9
29317,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1947****,*************,*************,daum.net,기독교,새마을금고,9-20227311039-4,9
30869,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1947****,*************,*************,daum.net,무교,수협중앙회,3518-7978-7652,5
38304,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1947****,*************,*************,gmail.com,불교,한국씨티은행,030-452877-968,9
38597,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1947****,*************,*************,naver.com,무교,한국씨티은행,878-274763-783,8
38788,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1947****,*************,*************,daum.net,무교,기업은행,882-637131-22-104,9
3879,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,yahoo.com,무교,한국씨티은행,473-576033-601,4
10976,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,daum.net,무교,신한은행,573-158-346114,4
12440,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,gmail.com,불교,새마을금고,3-49142186376-3,2
12737,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,gmail.com,무교,스탠다드(제일),065-82-813058,1
13445,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,gmail.com,무교,신한은행,332-342-237754,4
35371,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,yahoo.com,기독교,외환은행,421-219561-748,6
39530,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,naver.com,기독교,기업은행,145-705755-04-314,5
39851,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,naver.com,기독교,새마을금고,2-83108581731-3,6
21442,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1947****,*************,*************,gmail.com,무교,국민은행,691287-90-285118,3
34917,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1947****,*************,*************,naver.com,불교,하나은행,249-183311-71890,5
39890,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1947****,*************,*************,daum.net,무교,NH농협,902-5641-073-69,1
3218,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,gmail.com,무교,외환은행,245-887829-727,5
5450,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,daum.net,불교,한국씨티은행,930-454352-381,9
5804,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,naver.com,불교,하나은행,724-288291-41980,6
7527,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1947****,*************,*************,gmail.com,무교,하나은행,875-756945-38486,3
8991,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,yahoo.com,무교,하나은행,661-195758-92203,1
14086,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,yahoo.com,불교,수협중앙회,5781-7305-6578,4
16804,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,naver.com,무교,우리은행,3322-049-333296,8
17921,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,daum.net,무교,기업은행,111-282127-99-658,5
19389,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,naver.com,기독교,국민은행,072652-17-956023,8
20589,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,yahoo.com,무교,수협중앙회,1245-1062-1806,1
25918,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,gmail.com,불교,수협중앙회,7554-8722-9582,9
27884,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,gmail.com,불교,신한은행,682-884-328579,9
28198,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,yahoo.com,불교,스탠다드(제일),182-53-788467,7
35075,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,yahoo.com,무교,스탠다드(제일),107-52-332448,1
1204,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1947****,*************,*************,gmail.com,천주교,수협중앙회,1571-3174-7327,8
25717,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1947****,*************,*************,naver.com,불교,하나은행,543-254459-23280,8
34044,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1947****,*************,*************,naver.com,무교,NH농협,775-0588-028-21,3
4280,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,gmail.com,불교,수협중앙회,7842-0728-9666,9
10239,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,gmail.com,기독교,NH농협,886-3540-925-64,2
12465,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,naver.com,무교,국민은행,015050-68-921466,1
8483,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,naver.com,무교,신한은행,762-402-383757,7
19908,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,yahoo.com,기독교,외환은행,755-748811-825,7
26386,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,naver.com,기독교,스탠다드(제일),758-00-769224,2
568,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,gmail.com,무교,NH농협,671-1052-696-14,3
885,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,daum.net,무교,기업은행,380-290248-98-904,2
5064,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1948****,*************,*************,naver.com,무교,한국씨티은행,687-302647-259,6
6816,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1948****,*************,*************,naver.com,천주교,새마을금고,5-92279725792-4,7
9530,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1948****,*************,*************,gmail.com,무교,기업은행,262-081056-07-820,9
18006,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1948****,*************,*************,gmail.com,기독교,NH농협,408-6280-971-60,5
20229,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1948****,*************,*************,yahoo.com,무교,새마을금고,5-27155692234-2,9
24944,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1948****,*************,*************,gmail.com,불교,스탠다드(제일),407-98-590326,8
26893,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1948****,*************,*************,gmail.com,기독교,스탠다드(제일),570-31-394668,3
28026,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,gmail.com,불교,한국씨티은행,379-914437-223,6
28190,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1948****,*************,*************,daum.net,불교,외환은행,500-713950-775,9
28751,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1948****,*************,*************,daum.net,무교,기업은행,704-504518-94-418,8
31133,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1948****,*************,*************,yahoo.com,기독교,스탠다드(제일),728-40-004276,8
9056,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1948****,*************,*************,yahoo.com,불교,하나은행,863-303374-60747,3
15928,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1948****,*************,*************,gmail.com,무교,우리은행,4739-984-455950,9
34741,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1948****,*************,*************,daum.net,불교,NH농협,178-6974-624-99,3
3923,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1948****,*************,*************,yahoo.com,무교,NH농협,336-9751-510-27,5
6043,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1948****,*************,*************,naver.com,무교,하나은행,701-454365-70546,3
