No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,주거래은행,계좌번호,신용등급
11791,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,daum.net,무교,하나은행,817-299481-31972,6
36630,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,daum.net,기독교,외환은행,651-736869-231,2
45568,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,naver.com,무교,기업은행,762-996258-45-513,1
47495,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,yahoo.com,무교,신한은행,171-667-204743,1
60102,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1946****,*************,*************,yahoo.com,천주교,한국씨티은행,297-553047-642,5
66620,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1946****,*************,*************,naver.com,무교,새마을금고,0-46938676530-6,5
70821,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,naver.com,불교,국민은행,082986-37-419303,4
75457,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1946****,*************,*************,naver.com,천주교,스탠다드(제일),143-85-700593,8
78578,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1946****,*************,*************,yahoo.com,불교,새마을금고,0-23855158191-6,1
35535,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1946****,*************,*************,naver.com,기독교,수협중앙회,2707-3025-2099,1
52721,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1946****,*************,*************,yahoo.com,무교,기업은행,486-520883-72-789,8
56203,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1946****,*************,*************,gmail.com,기독교,우리은행,8846-041-786873,7
74355,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1946****,*************,*************,daum.net,천주교,NH농협,363-5323-237-62,6
90439,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1946****,*************,*************,yahoo.com,천주교,우리은행,5295-372-451708,3
7246,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,yahoo.com,기독교,국민은행,063575-60-470127,6
23102,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,yahoo.com,무교,스탠다드(제일),246-10-731029,4
39589,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,gmail.com,무교,하나은행,999-458083-92669,1
48946,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1947****,*************,*************,daum.net,무교,신한은행,150-001-721235,3
56587,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,gmail.com,기독교,새마을금고,9-25654302357-7,1
62239,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1947****,*************,*************,naver.com,불교,NH농협,045-6838-618-64,7
80678,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,gmail.com,무교,스탠다드(제일),337-87-402951,6
81460,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,daum.net,무교,한국씨티은행,147-558284-640,9
91072,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,daum.net,기독교,수협중앙회,6115-1041-3637,5
95880,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,naver.com,불교,기업은행,583-424647-51-938,2
28667,박**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1947****,*************,*************,daum.net,무교,새마을금고,7-98742064707-7,9
44054,박**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1947****,*************,*************,yahoo.com,불교,외환은행,187-406174-615,2
89867,박**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1947****,*************,*************,gmail.com,기독교,스탠다드(제일),203-85-835526,6
46015,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,daum.net,무교,NH농협,329-2668-207-11,6
48171,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,daum.net,무교,한국씨티은행,041-236613-515,4
68780,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,yahoo.com,무교,외환은행,103-590032-253,8
75530,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,daum.net,기독교,NH농협,983-4700-372-38,4
17702,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1947****,*************,*************,gmail.com,기독교,수협중앙회,3668-4106-7018,5
65913,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1947****,*************,*************,naver.com,무교,스탠다드(제일),609-75-206013,8
78169,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1947****,*************,*************,gmail.com,불교,수협중앙회,7369-3592-0182,2
99753,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1947****,*************,*************,daum.net,기독교,국민은행,530039-91-704624,4
6097,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,yahoo.com,기독교,스탠다드(제일),901-50-498293,3
17786,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,yahoo.com,무교,한국씨티은행,716-682935-379,9
42398,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1947****,*************,*************,naver.com,무교,국민은행,762357-11-142868,6
52198,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,naver.com,무교,국민은행,653261-04-416466,8
72486,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,naver.com,불교,하나은행,711-712523-22766,2
80904,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1947****,*************,*************,yahoo.com,기독교,새마을금고,5-81093805568-9,1
98711,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1947****,*************,*************,daum.net,무교,새마을금고,0-70522174721-6,7
17134,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1947****,*************,*************,gmail.com,무교,NH농협,970-3467-059-23,3
32710,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1947****,*************,*************,yahoo.com,불교,NH농협,491-3626-355-24,2
89151,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1947****,*************,*************,gmail.com,무교,외환은행,497-739789-893,2
2576,정**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1947****,*************,*************,daum.net,무교,기업은행,300-702114-85-440,8
68085,정**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1947****,*************,*************,gmail.com,기독교,우리은행,6512-595-702475,7
96561,정**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1947****,*************,*************,yahoo.com,무교,국민은행,987226-43-099936,5
4957,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,naver.com,기독교,신한은행,143-254-659455,4
10810,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1947****,*************,*************,gmail.com,무교,수협중앙회,9991-4169-6442,9
78607,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1947****,*************,*************,daum.net,불교,스탠다드(제일),530-50-263118,6
11064,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1948****,*************,*************,gmail.com,불교,수협중앙회,3701-4827-5112,1
46720,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",AB형,1948****,*************,*************,naver.com,무교,신한은행,848-576-325718,7
52814,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1948****,*************,*************,daum.net,불교,스탠다드(제일),612-25-074637,1
16318,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,yahoo.com,불교,NH농협,404-8800-861-38,8
26732,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1948****,*************,*************,yahoo.com,기독교,NH농협,649-2215-963-36,7
27308,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,gmail.com,무교,신한은행,952-212-761005,7
28805,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,naver.com,천주교,스탠다드(제일),223-34-160751,8
42229,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1948****,*************,*************,yahoo.com,무교,우리은행,9739-988-453802,9
50815,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1948****,*************,*************,yahoo.com,무교,한국씨티은행,271-030950-152,6
61267,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1948****,*************,*************,naver.com,불교,수협중앙회,9821-5316-1134,5
73930,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1948****,*************,*************,yahoo.com,기독교,NH농협,231-5003-365-31,8
87380,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1948****,*************,*************,naver.com,기독교,외환은행,126-918046-250,2
92859,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,naver.com,천주교,기업은행,578-680491-88-318,5
20857,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1948****,*************,*************,daum.net,무교,국민은행,214730-84-334343,3
25510,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1948****,*************,*************,yahoo.com,기독교,스탠다드(제일),499-59-503225,1
33247,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1948****,*************,*************,daum.net,기독교,NH농협,367-8406-712-84,1
71855,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1948****,*************,*************,yahoo.com,불교,신한은행,245-080-688006,4
641,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1948****,*************,*************,yahoo.com,무교,NH농협,265-6428-303-19,2
19948,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1948****,*************,*************,gmail.com,무교,하나은행,783-748262-67692,5
25664,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1948****,*************,*************,daum.net,불교,하나은행,677-640994-69939,3
43837,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1948****,*************,*************,daum.net,무교,우리은행,7753-830-016797,7
80568,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1948****,*************,*************,gmail.com,불교,외환은행,591-694439-296,4
26225,박**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1948****,*************,*************,daum.net,무교,기업은행,350-918942-16-536,1
62519,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1948****,*************,*************,daum.net,불교,하나은행,679-327200-53759,8
89891,박**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1948****,*************,*************,yahoo.com,무교,국민은행,803536-02-159011,1
95279,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1948****,*************,*************,daum.net,무교,기업은행,975-554018-68-430,7
26606,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,daum.net,불교,새마을금고,8-73396338124-9,1
37658,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,naver.com,기독교,한국씨티은행,795-052339-619,6
55728,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1948****,*************,*************,yahoo.com,불교,신한은행,186-877-527036,2
71809,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,daum.net,불교,외환은행,812-531114-340,4
24127,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,daum.net,불교,스탠다드(제일),517-16-949650,9
55046,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1948****,*************,*************,daum.net,기독교,한국씨티은행,763-010728-185,2
75493,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1948****,*************,*************,gmail.com,불교,수협중앙회,9989-2861-6275,9
80137,조**,남성,"[150.0, 160.0[","[50.0, 60.0[",B형,1948****,*************,*************,gmail.com,무교,새마을금고,5-46700013983-7,7
4130,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,gmail.com,무교,우리은행,2510-559-776481,1
22135,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,naver.com,기독교,하나은행,501-344811-15750,7
27606,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,yahoo.com,무교,기업은행,031-648116-21-428,1
30788,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1949****,*************,*************,daum.net,기독교,새마을금고,1-90114023429-3,2
34944,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,yahoo.com,기독교,기업은행,318-502871-93-030,1
41850,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1949****,*************,*************,yahoo.com,기독교,국민은행,992671-18-595304,2
44337,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,naver.com,불교,한국씨티은행,563-262377-197,1
51778,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,daum.net,불교,스탠다드(제일),824-20-272872,1
63459,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,daum.net,무교,국민은행,006412-06-036288,9
77914,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,gmail.com,천주교,스탠다드(제일),921-30-872596,3
79000,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,gmail.com,불교,스탠다드(제일),079-13-049929,5
84698,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,daum.net,무교,신한은행,789-275-391109,8
95568,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,daum.net,불교,기업은행,985-536569-10-718,2
96896,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,gmail.com,불교,국민은행,788581-65-785515,3
17354,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1949****,*************,*************,naver.com,기독교,NH농협,530-6549-352-38,1
30456,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1949****,*************,*************,daum.net,기독교,우리은행,1184-539-699426,3
32954,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1949****,*************,*************,naver.com,무교,신한은행,763-302-420916,6
59077,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1949****,*************,*************,daum.net,불교,NH농협,410-6590-409-87,6
83002,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1949****,*************,*************,gmail.com,무교,국민은행,457448-10-464287,7
1314,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,yahoo.com,불교,수협중앙회,9149-6457-9082,6
41010,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,yahoo.com,천주교,기업은행,517-329651-08-973,8
61998,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,naver.com,무교,한국씨티은행,286-203284-509,1
27096,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1949****,*************,*************,daum.net,기독교,스탠다드(제일),757-08-292225,4
28437,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1949****,*************,*************,yahoo.com,천주교,우리은행,4706-135-021413,4
39363,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1949****,*************,*************,naver.com,기독교,신한은행,979-718-219945,7
56831,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1949****,*************,*************,yahoo.com,무교,스탠다드(제일),603-56-698472,2
76845,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1949****,*************,*************,yahoo.com,무교,우리은행,6816-773-236566,1
30714,송**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1949****,*************,*************,yahoo.com,무교,하나은행,909-503004-40885,2
67443,송**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,gmail.com,불교,새마을금고,9-21736309337-3,8
96001,송**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,daum.net,불교,기업은행,026-865542-99-876,1
3734,안**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,yahoo.com,불교,스탠다드(제일),962-16-950256,2
6639,안**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,gmail.com,무교,스탠다드(제일),917-27-611965,8
45819,안**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,naver.com,불교,NH농협,648-5919-993-42,5
6754,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,yahoo.com,무교,한국씨티은행,143-320277-327,3
24208,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,gmail.com,천주교,수협중앙회,6550-2904-2630,4
31882,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1949****,*************,*************,yahoo.com,불교,기업은행,135-345697-26-299,2
46365,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,gmail.com,불교,국민은행,108378-15-185609,2
49045,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,gmail.com,불교,국민은행,002834-69-199225,3
51541,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,naver.com,무교,하나은행,479-969754-62188,3
52353,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1949****,*************,*************,gmail.com,불교,새마을금고,4-00747934305-0,3
70145,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,yahoo.com,천주교,NH농협,446-8700-491-87,4
1022,장**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1949****,*************,*************,naver.com,기독교,신한은행,687-393-655840,2
26526,장**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1949****,*************,*************,yahoo.com,천주교,새마을금고,8-83172835240-2,5
47021,장**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1949****,*************,*************,gmail.com,무교,하나은행,467-088847-63046,6
5359,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,gmail.com,무교,국민은행,981488-89-568609,2
24475,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,gmail.com,기독교,NH농협,336-2856-316-83,7
25029,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,yahoo.com,불교,수협중앙회,0442-0283-1973,7
84462,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,gmail.com,무교,하나은행,211-492044-55148,5
8576,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,gmail.com,기독교,하나은행,602-513489-22805,5
11091,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1949****,*************,*************,daum.net,무교,새마을금고,3-68880487516-8,8
38720,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1949****,*************,*************,yahoo.com,무교,한국씨티은행,972-533487-586,3
9965,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",AB형,1950****,*************,*************,naver.com,무교,기업은행,076-592897-31-851,7
56827,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",B형,1950****,*************,*************,yahoo.com,무교,하나은행,893-852075-70194,3
66653,김**,여성,"[140.0, 150.0[","[50.0, 60.0[",A형,1950****,*************,*************,gmail.com,무교,신한은행,906-584-186698,5
